Flow Duration,Total Fwd Packets,Flow Bytes/s,Flow IAT Mean,Fwd Packet Length Mean,SYN Flag Count,Down/Up Ratio,pca_x,pca_y,pca_z,true_label,kmeans_cluster,kmeans_k7,hierarchical_cluster
821,2,0.0,410.5,0.0,0,0,0.4561149204354094,-0.013715317648445429,-1.1593081576151256,BENIGN,1,4,1
110684519,19,44.34224447,3162414.829,69.73684211,0,0,1.766870870222828,0.14644049688179853,-0.3836868773363153,BENIGN,1,0,1
16,1,0.0,16.0,0.0,0,1,-0.23369857608518274,-0.7092362196102309,-0.6627586784235511,BENIGN,2,0,1
10384369,4,2.311165946,3461456.333,6.0,0,0,1.7995211671511884,0.020619403545544628,-0.8451360706711615,DDoS,1,0,1
100222642,8,116.3709095,8351886.833,7.0,0,0,2.175308695210688,0.2829671163082355,-0.6160548975091932,DDoS,1,1,1
704,4,350852.2727,234.6666667,61.75,0,0,-1.071964928578904,0.5526984918869462,-0.3065571869719007,BENIGN,2,1,3
13613889,4,67.13731837,1944841.286,98.25,0,1,1.1188066701476227,-0.565792929886623,0.2992189238004335,BENIGN,1,1,1
84887282,6,140.4450669,7073940.167,54.5,0,1,1.7848548915866613,-0.4466509614298799,0.18886504027192677,DoS Hulk,1,1,1
1021,5,5876.591577,255.25,1.2,0,0,-0.572840733175252,0.3262864426015238,-0.7543213579928411,DoS Hulk,2,0,1
43,1,139534.8837,43.0,0.0,0,1,-1.5631556326803786,-0.25545389914142425,-0.10179630883117159,PortScan,2,1,3
180779,1,940.3747117,180779.0,55.0,0,1,0.07056697587772551,-0.5025306713171269,0.1179170498395453,BENIGN,2,1,3
118529891,29,297.545199,1881426.841,34.75862069,0,1,1.1407875790518396,-0.601968455010569,0.13548853863414745,BENIGN,1,0,1
67872,2,6129.184347,22624.0,40.0,0,1,-0.29906804550067834,-0.43558660914214004,0.11210341210595862,BENIGN,2,1,3
9839398,1,3.658760424,1967879.6,6.0,0,5,0.39347215642340483,-3.747015125251103,2.1163953999538343,BENIGN,2,3,3
60874077,14,80.70758921,2341310.654,73.0,0,0,1.5364021337138862,0.1555202204938855,-0.3582956001563814,BENIGN,1,0,1
151,2,1509933.77483444,50.3333333333,41.0,0,1,-1.680477454116822,-0.13725738276931915,0.21978493490696807,BENIGN,2,0,3
47968,2,5336.891261,15989.33333,40.0,0,1,-0.3233784115724288,-0.43662139875663075,0.09745165830581663,BENIGN,2,1,3
302053,4,1224.950588,60410.6,32.0,0,0,0.3074900428368029,0.22147021731758457,-0.5506730400765121,BENIGN,1,1,1
30160,1,8023.8726790451,30160.0,57.0,0,1,-0.4137953408459096,-0.39697444096824974,0.18086012807159796,BENIGN,2,1,3
324829,14,15666.70464,14123.0,37.42857143,0,0,0.004746263565629057,0.32473508844384735,-0.408428206460752,BENIGN,2,1,1
1310738,41,7337.8508901092,15984.6097560976,64.9756097561,0,1,0.039931999979482706,-0.44348883295620284,0.30543638821753455,BENIGN,2,0,3
101101767,8,117.5053647,7777059.0,35.625,0,0,2.1305835057297333,0.2940511485207918,-0.48819516166508026,DoS Hulk,1,0,1
3414912,5,8.784999438,853728.0,6.0,0,0,1.2477352787073588,-0.002473759349523058,-0.8267687080936853,DDoS,1,1,1
25,1,480000.0,25.0,6.0,0,1,-1.770499403090284,-0.19381609490314167,-0.03148803762964603,BENIGN,2,4,3
3,1,2666666.667,3.0,2.0,0,1,-2.199546841645821,-0.10537796398144182,-0.016561414239811282,PortScan,2,0,3
1586,1,7566.204288,1586.0,6.0,0,1,-0.7872876289356535,-0.41189329127750907,-0.12101056631102865,BENIGN,2,1,3
99990885,8,116.6406318,7691606.538,7.0,0,0,2.1011749773494164,0.2626925139873859,-0.61705243822205,DDoS,1,1,1
8375638,5,3.581816693,2093909.5,6.0,0,0,1.5826092780157983,-0.005981663663702413,-0.8376707435331445,DDoS,1,0,1
95595170,2,2.82441048,31900000.0,54.0,0,1,5.00402219722176,0.17600452412192277,0.06460634209415382,BENIGN,1,1,1
14445364,14,877.4441405561,601890.166666667,470.4285714286,0,0,1.1570002465573141,0.6112223907644472,1.4910584464909205,BENIGN,1,0,1
201,2,1711442.786,67.0,40.0,0,1,-1.663287051902575,-0.13710765881349163,0.22784495175308356,BENIGN,2,0,3
69778944,13,31.90074072,2907456.0,125.1538462,0,0,1.7614823136381317,0.18744944312533715,-0.1620477185250297,BENIGN,1,1,1
48023,2,4997.605314,16007.66667,43.0,0,1,-0.31321662556288465,-0.4362268581601879,0.10792411063959693,BENIGN,2,3,3
164863,2,1783.29886,54954.33333,43.0,0,1,-0.04008876559415769,-0.4920010853383521,0.09088670280149683,BENIGN,2,1,3
2225920,2,0.0,2225920.0,0.0,0,0,1.6240469318434616,-0.05016553091699534,-0.9655154047331147,BENIGN,1,0,1
47,1,255319.1489,47.0,6.0,0,1,-1.62239591335745,-0.22683155824936405,-0.0454025113552713,BENIGN,2,0,3
1059578,11,5625.824621,50456.09524,48.90909091,0,1,0.04034981270642805,-0.4658518638396842,0.2147696434981904,BENIGN,2,1,3
252,2,1015873.016,84.0,38.0,0,1,-1.5750358054572497,-0.1626375076600627,0.20062089792694626,BENIGN,2,1,3
6167100,3,1.9458092134,2055700.0,4.0,0,0,1.5950616711761625,-0.022461045557555865,-0.8742231685993975,BENIGN,1,1,1
235977,2,1288.261144,78659.0,37.0,0,1,0.03971124746834071,-0.5148269934848743,0.05794142247136239,BENIGN,2,1,3
138,2,1188405.79710145,46.0,33.0,0,1,-1.6672199800487695,-0.15348280588020244,0.17094894039599046,BENIGN,2,0,3
178,1,0.0,178.0,0.0,0,1,0.04031251874769896,-0.7405634228833506,-0.6060878151462393,BENIGN,2,0,1
62515475,15,99.73530554,2315387.963,103.0,0,0,1.5315855619306602,0.19255091255174941,-0.21385540641788386,BENIGN,1,1,1
64,1,93750.0,64.0,0.0,0,1,-1.469393369442743,-0.2763050720319026,-0.1104665913522468,PortScan,2,0,3
15849235,13,678.9602148,633969.4,156.0,0,1,0.7500609595824275,-0.46014382540193777,0.6642663772521312,BENIGN,1,0,1
617580,32,152571.326791671,7098.6206896552,13.90625,0,1,-0.45232278350381444,-0.36517906106139375,0.1960681716658912,BENIGN,2,0,3
31969879,20,294.527233,940290.5588,190.85,0,0,1.2292610057401583,0.2890427754980644,0.2101886554386677,BENIGN,1,0,1
13010,3,11913.91238,4336.666667,49.66666667,0,0,-0.32920531583959434,0.3687800761407696,-0.4441519855479854,BENIGN,2,0,1
1966,1,61037.63988,1966.0,46.0,0,1,-0.9888287948282256,-0.2926022856696965,0.15802072439954765,BENIGN,2,0,3
1999040,7,1347.64687,166586.6667,229.4285714,0,0,0.6620991654382776,0.4004321618992107,0.38315736209056867,BENIGN,1,1,1
112048187,17,22.82946354,3501505.844,56.11764706,0,0,1.8750206371833087,0.11784071635011255,-0.47314209783397765,BENIGN,1,0,1
35,1,228571.4286,35.0,2.0,0,1,-1.645149229101812,-0.23135392578087174,-0.07525802751913337,PortScan,2,1,3
3634951,4,6.602564931,1211650.333,6.0,0,0,1.3255712613752804,-0.0021775900835906024,-0.8362154294074488,DDoS,1,4,1
225,2,0.0,225.0,0.0,0,0,0.3058158381149177,0.0034638934928319766,-1.1903908782303325,BENIGN,2,0,1
99253649,6,124.3782987,8271137.417,125.0,0,1,1.9991339005381483,-0.34611508451953565,0.5046013097215241,DoS Hulk,1,1,1
69355,2,4844.6398961863,23118.3333333333,37.0,0,1,-0.269953035496106,-0.44811288811364197,0.0885160079785927,BENIGN,2,1,3
9000294,3,0.0,4500147.0,0.0,0,0,2.040101339239929,0.001482283691277381,-0.928227057045405,BENIGN,1,0,1
85474100,7,139.492548,7122841.667,46.85714286,0,0,2.0250870013620834,0.294000508720424,-0.43532299629798965,DoS Hulk,1,0,1
68597669,2,6.53083416,22900000.0,43.0,0,1,3.872522786103622,-0.08188637755288079,0.02390175153970028,BENIGN,1,4,1
169323,11,37986.57005,8911.736842,53.63636364,0,0,-0.16829582740930843,0.38432266155973194,-0.3115086334524412,BENIGN,2,0,1
1582312,3,1713.947692,263718.6667,144.3333333,0,1,0.3202011203486809,-0.4160545402689499,0.5974712753316821,BENIGN,2,1,3
98562710,7,121.1918788,8213559.167,50.0,0,0,2.182331668665482,0.32343847540030934,-0.42243712820676027,DoS Hulk,1,0,1
213,2,1042253.521,71.0,32.0,0,1,-1.601723736594327,-0.16539040717033782,0.17089976931275805,BENIGN,2,1,3
63,2,253968.254,21.0,2.0,0,1,-1.5909944194483543,-0.23487147915683065,-0.05656792116351309,BENIGN,2,1,3
51132,2,8839.865446,17044.0,33.0,0,1,-0.38193192769739115,-0.4245606132529989,0.09057725241837723,BENIGN,2,1,3
1421540,3,8183.378589,236923.3333,8.666666667,0,1,0.02237744575915595,-0.48936190796581364,0.058603320943945526,DDoS,2,0,3
51387,3,226263.4518,8564.5,8.666666667,0,1,-0.7930372608180214,-0.32152385247842025,0.12909551239698827,DDoS,2,1,3
78621,2,3612.266443,26207.0,37.0,0,1,-0.21933700675179624,-0.461241684211644,0.07820975318037672,BENIGN,2,0,3
8166810,4,2.938723933,2722270.0,6.0,0,0,1.6680841275638276,0.0078171860351212,-0.8442066623522664,DDoS,1,0,1
998,2,186372.7455,332.6666667,36.0,0,1,-1.2103748872029279,-0.24967497824249948,0.14770563297024386,BENIGN,2,0,3
87620,2,3834.7409267291,29206.6666666667,36.0,0,1,-0.2143348292083738,-0.46123701536805956,0.07906126089761602,BENIGN,2,0,3
90810,4,3876.225085,18162.0,37.0,0,0,0.026332786975928904,0.2864886775358023,-0.5049924030511603,BENIGN,2,1,1
30175,3,5766.362883,10058.33333,56.0,0,0,-0.13813644411120118,0.3355137966130344,-0.4285014090620284,BENIGN,2,0,1
36,1,333333.3333,36.0,6.0,0,1,-1.6851047100591012,-0.21286928805530986,-0.039557460721031924,BENIGN,2,1,3
42,1,0.0,42.0,0.0,0,1,-0.12569088217183325,-0.721586199804594,-0.6404197584368586,BENIGN,2,0,1
47,1,170212.766,47.0,2.0,0,1,-1.5758267668358716,-0.24679002698198202,-0.08172306238355483,PortScan,2,1,3
1822446,3,6383.179529,227805.75,8.666666667,0,2,-0.15788712267501784,-1.2498678831581909,0.6432561077008341,DDoS,2,0,3
118003946,16,52.56603877,4069101.586,67.375,0,0,1.853496456470879,0.17782440682606218,-0.3838719159484348,BENIGN,1,1,1
11860,1,0.0,11860.0,0.0,0,1,0.5296942625463772,-0.7960164652386422,-0.5051186394057818,BENIGN,2,1,1
189414,1,976.6965483,189414.0,45.0,0,1,0.06554875637405608,-0.5113777658037513,0.07601429805749187,BENIGN,2,1,3
414787,1,458.0664293,414787.0,44.0,0,1,0.2731195831656388,-0.5456141701719657,0.05642496594122092,BENIGN,2,0,3
39,1,307692.3077,39.0,6.0,0,1,-1.6662998840601535,-0.2170584676859643,-0.04131640547666383,BENIGN,2,1,3
78492268,5,148.6643245,6037866.769,2321.4,0,1,3.196853828436175,1.7877752222716923,10.334317619777138,BENIGN,1,0,0
219,2,1031963.47031963,73.0,36.0,0,1,-1.5945755868407423,-0.16215564828905207,0.18901842803297778,BENIGN,2,1,3
115772211,22,60.3253573519,2894305.275,32.3181818182,0,0,1.6800379598128827,0.11206910067489288,-0.5366352693614613,BENIGN,1,1,1
155,2,1522580.64516129,51.6666666667,35.0,0,1,-1.6825533069563472,-0.1432647226717752,0.19393355476471302,BENIGN,2,0,3
71745,2,2592.515158,23915.0,35.0,0,1,-0.1912930259074194,-0.47514777023355426,0.051989407146934334,BENIGN,2,0,3
122621,2,4452.744636,40873.66667,53.0,0,1,-0.18050481221506431,-0.4424958196062696,0.17004604198709594,BENIGN,2,0,3
39,1,153846.1538,39.0,0.0,0,1,-1.5861187964633616,-0.2503410383269826,-0.09965577711992409,PortScan,2,0,3
90068313,3,0.1998483085,18013662.6,6.0,0,1,3.557767782186104,-0.3457187859176647,-0.2262707090405896,BENIGN,1,1,1
5795780,8,78.33285597,445829.2308,38.375,0,0,1.0314633865321083,0.09258748789792197,-0.5745521186301468,BENIGN,1,0,1
96113,1,3183.752458,96113.0,40.0,0,1,-0.17077752042934877,-0.463723454288838,0.0907959968084535,BENIGN,2,1,3
804414,9,5784.334932,42337.57895,78.11111111,0,1,0.023883113288540377,-0.432172107333812,0.3399842177578098,BENIGN,2,1,3
178707,3,66723.74333,19856.33333,109.6666667,0,2,-0.667862115841837,-1.0321485575325469,1.145687990003754,DoS Hulk,2,0,3
48,2,2583333.333,48.0,62.0,0,0,-1.6248591016089537,0.6670565126167608,-0.2790496460338067,BENIGN,2,4,3
23697,1,6540.912352,23697.0,47.0,0,1,-0.42455285798951836,-0.41199285837780064,0.12100497663357805,BENIGN,2,1,3
29,1,0.0,29.0,0.0,0,1,-0.16759165879386467,-0.7167952445311866,-0.6490859127397356,BENIGN,2,0,1
115754764,42,278.0965456,1446934.55,17.26190476,0,0,1.3242557942934423,0.11183803620601483,-0.5364104452492161,BENIGN,1,0,1
115665235,25,114.987014,2409692.396,89.0,0,0,1.5870417054410146,0.1787690875222245,-0.2546130141964588,BENIGN,1,1,1
281668,1,539.6424159,281668.0,46.0,0,1,0.1947157525533112,-0.5361380471035169,0.06327838015078281,BENIGN,2,1,3
48459,1,3487.484265,48459.0,46.0,0,1,-0.2627782045696085,-0.44650450164588135,0.10522893186544685,BENIGN,2,1,3
8749807,4,2.742917644,2916602.333,6.0,0,0,1.7039658566768223,0.010894539482277072,-0.844555032933571,DDoS,1,0,1
85659,2,1961.265016,28553.0,34.0,0,1,-0.13691914309393835,-0.4893442068944246,0.03911895416925539,BENIGN,2,0,3
646,2,0.0,646.0,0.0,0,0,0.42827901104399324,-0.010521893564673772,-1.165070577650784,DoS Hulk,2,0,1
135063,4,3938.9025862005,27012.6,46.0,0,0,0.07769897159449109,0.29109529037452164,-0.4544107004730366,BENIGN,2,1,1
100051,3,3768.07828,33350.33333,123.6666667,1,0,-0.19850239499919775,4.000425707303052,0.14382114869724313,BENIGN,0,0,0
51289,2,5576.244419,17096.33333,45.0,0,1,-0.31739235422981127,-0.4307592465729679,0.12343683808651804,BENIGN,2,0,3
3996,3,14014.01401,1332.0,16.66666667,1,0,-0.8093625214060404,3.987182076495654,-0.35301754754706643,BENIGN,0,0,0
8722794,5,3.439264988,2180698.5,6.0,0,0,1.6008506966017548,-0.00508581801837778,-0.8379912436695035,DDoS,1,1,1
25026,2,13266.20315,8342.0,55.0,0,1,-0.5004246681631739,-0.3773739663925658,0.19027179405537636,BENIGN,2,1,3
72250,4,4179.930796,14450.0,31.0,0,0,-0.013944118299063573,0.2863962973407279,-0.5339321472519795,BENIGN,2,1,1
110,1,109090.9091,110.0,6.0,0,1,-1.4214437513733404,-0.27146869376852983,-0.06384520532951789,BENIGN,2,0,3
243,2,1358024.691,81.0,33.0,0,1,-1.6179460800592833,-0.15571741252077256,0.19055450498643547,BENIGN,2,1,3
7536890,4,3.184337306,2512296.667,6.0,0,0,1.6279873683049324,0.004781357211662546,-0.8437239475601361,DDoS,1,0,1
31070,2,11844.2227228838,10356.6666666667,42.0,0,1,-0.47009218290628063,-0.3976332582112852,0.13214584599719256,BENIGN,2,0,3
133,2,90225.5639097744,133.0,6.0,0,0,-1.1380794942204817,0.46567867109840105,-0.6578517957366229,BENIGN,2,1,3
1886572,3,6166.21046,269510.2857,8.666666667,0,1,0.09335103933535077,-0.5032644313198356,0.05261444418585245,DDoS,2,0,3
75,1,106666.6667,75.0,2.0,0,1,-1.4655257825944121,-0.2713065342484031,-0.09188825099412846,PortScan,2,1,3
2044191,1,20.5460253,340698.5,6.0,0,6,-0.3952991012329946,-4.463200616252221,2.735520807492122,BENIGN,2,0,3
44,2,704545.4545,44.0,15.5,1,0,-1.808729083458208,4.199947486507278,-0.2883632835510163,BENIGN,0,1,0
86,2,186046.5116,28.66666667,2.0,0,1,-1.5174258297936518,-0.25121141810230874,-0.06331284320110582,BENIGN,2,1,3
101937,2,3865.132386,33979.0,42.0,0,1,-0.1930628833836054,-0.45680303578345133,0.1099260408246753,BENIGN,2,1,3
1206985,5,24.85532132,301746.25,6.0,0,0,0.9470483831787266,0.032576937071670406,-0.8085443246275227,DDoS,1,1,1
6961,6,65364.17181,1160.166667,74.83333333,1,0,-0.8923932528799179,4.098469589977027,-0.00920455383275435,BENIGN,0,0,0
32994,2,9274.41353,10998.0,33.0,0,1,-0.4394247482858971,-0.4170276428412851,0.08220162286301363,BENIGN,2,1,3
15189,1,790.0454276121,15189.0,6.0,0,1,-0.2483448698440438,-0.5304532200702157,-0.16918700777768947,BENIGN,2,0,3
250,2,1896000.0,83.3333333333,30.0,0,1,-1.6572665547625212,-0.1459488345767047,0.19296555561966985,BENIGN,2,1,3
243,2,49382.71605,243.0,6.0,0,0,-0.9950424347232132,0.433974089574406,-0.6708001977313321,BENIGN,2,0,3
237,1,0.0,118.5,0.0,0,2,-0.16489951108835815,-1.4914937712112828,-0.009260360084768356,BENIGN,2,0,1
60959,4,4101.1171443101,12191.8,30.0,0,0,-0.03234035970687062,0.28684047587924916,-0.5433666375553738,BENIGN,2,0,1
91391,10,73836.59222,5711.9375,53.3,0,0,-0.3214496069592496,0.41827216153660596,-0.2977299921120299,BENIGN,2,1,1
103767,21,435706.9203,2305.933333,60.14285714,0,1,-0.7565448472290918,-0.25402226886775425,0.40714290218016785,BENIGN,2,6,3
5200957,4,0.0,1040191.4,0.0,0,0,1.590677966642068,-0.09810341133158325,-0.9468561870405721,BENIGN,1,1,1
193,2,1243523.316,64.33333333,52.0,0,1,-1.620991782631541,-0.13716560920372534,0.2660760929420952,BENIGN,2,0,3
63678,6,50739.65891,7075.333333,20.16666667,0,0,-0.34030415310822726,0.3753052726294893,-0.4719833730090353,BENIGN,2,0,1
23776,1,6897.711978,23776.0,53.0,0,1,-0.42652759201107404,-0.40395361046757083,0.15035288245665376,BENIGN,2,0,3
96842980,6,122.9206288,9684298.0,51.5,0,0,2.343502825758537,0.37116198562935815,-0.4132328678501524,DoS Hulk,1,0,1
98461184,6,121.1949676,8951016.727,56.33333333,0,1,2.0303443039222193,-0.39457306946978005,0.19697066128003907,DoS Hulk,1,0,1
151,2,1271523.179,50.33333333,48.0,0,1,-1.6548194062641415,-0.13703552902590105,0.2433106493199396,BENIGN,2,4,3
46151,1,3250.200429,46151.0,47.0,0,1,-0.2594701796287494,-0.4477016661803915,0.1053268527709566,BENIGN,2,1,3
194,2,1216494.845,64.66666667,35.0,0,1,-1.6292964921392759,-0.15507121328559856,0.18911103540048216,BENIGN,2,0,3
50,1,120000.0,50.0,0.0,0,1,-1.5276365073387226,-0.2633571954819229,-0.10509293607483906,PortScan,2,1,3
19324,3,601997.516,3220.666667,8.666666667,0,1,-1.0264224971175746,-0.2701420923186157,0.14999162320409704,DDoS,2,1,3
52,1,0.0,52.0,0.0,0,1,-0.10135438090746224,-0.7243687403727137,-0.6353863989384667,BENIGN,2,0,1
177,2,1627118.644,59.0,42.0,0,1,-1.6705047217300415,-0.13541725937626237,0.23145702496067488,BENIGN,2,1,3
34,1,0.0,34.0,0.0,0,1,-0.1496500992937729,-0.7188467159295632,-0.645375126326506,BENIGN,2,1,1
75439,6,51246.70263,7543.9,19.83333333,0,0,-0.3219622509744121,0.3731227938535863,-0.46894310492494506,BENIGN,2,0,1
84,2,0.0,84.0,0.0,0,0,0.19198801221539943,0.016474411322564924,-1.2139311207974126,BENIGN,2,0,1
4259,2,2817.562808,4259.0,6.0,0,0,-0.3136413615314939,0.2832898048655108,-0.7320106677228799,BENIGN,2,1,1
68,1,176470.588235294,68.0,6.0,0,1,-1.5352531059288483,-0.24620435253932138,-0.05344338581224015,BENIGN,2,0,3
115535524,16,5.963533779,3983983.586,24.5,0,0,2.0603908158649222,0.052338517193889864,-0.6690916392271149,BENIGN,1,1,1
203547,3,57151.41957,29078.14286,8.666666667,0,1,-0.4632661974844699,-0.3933895014945759,0.09976401744525398,DDoS,2,0,3
5925590,9,1143.852342,329199.4444,183.3333333,0,1,0.55685962470592,-0.4086294486189715,0.7858902550242177,BENIGN,1,1,1
117682042,13,39.33480352,4903418.417,50.23076923,0,0,1.9689741465372752,0.1753699251295783,-0.47240055688828947,BENIGN,1,0,1
24475,2,9642.492339,8158.333333,45.0,0,1,-0.4710621702660315,-0.3996278887886427,0.13048629201436562,BENIGN,2,1,3
95050,1,0.0,95050.0,0.0,0,1,0.7811833357218443,-0.8211453545864914,-0.4548883552745088,BENIGN,1,0,1
1,1,12000000.0,1.0,6.0,0,1,-2.4603486323499832,-0.03293647848623781,0.052974423202189334,BENIGN,2,0,3
85432025,6,139.9241093,7766547.727,59.83333333,0,1,1.8668671831070667,-0.4201624912114473,0.21382029538589578,DoS Hulk,1,0,1
5505407,4,2.179675363,1101081.4,3.0,0,0,1.4654965479333555,-0.048436559016965156,-0.8794195426382035,BENIGN,1,1,1
227025,12,62279.48464,8108.035714,70.16666667,0,1,-0.42146500883054216,-0.33078050271388837,0.3820174960486154,BENIGN,2,0,3
137245,1,801.4863929469,137245.0,47.0,0,1,0.047609293962477796,-0.5144807098194809,0.06815809591802362,BENIGN,2,0,3
5240068,8,979.9491152,349337.8667,103.25,0,1,0.5090523088417189,-0.49239793908271645,0.41744357185892855,BENIGN,1,0,1
60669,2,0.0,60669.0,0.0,0,0,0.9634612629855359,-0.06910310520768954,-1.05566607707609,BENIGN,1,1,1
